timestamp,txn_id,payee_vpa,amount,day_of_week,hour_of_day,shopping_category,instrument_type,era,label,call_overlap_flag,call_minutes,screen_share_flag,otp_share_flag,session_language_mismatch_flag,fresh_device_flag,days_since_reinstall,payee_account_age_days,payee_name_match_score,user_prior_txn_count_90d,user_mean_amt_90d,user_p95_amt_90d,user_max_amt_90d,user_tenure_days,time_since_last_txn_hours,user_txn_count_last_1h,user_txn_count_last_24h,payee_velocity_24h,payee_novelty_days,user_payee_txn_count_90d,user_id,payee_id
2026-03-01 06:38:39.038392,TXNREGIME_A0004925,sanghapooja@okhdfc,225.78,6,6,person_to_person,upi_p2p,fit,0,0,0.0,0,0,0,0,,911.8,0.624,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,834,225
2026-03-01 07:25:08.969225,TXNREGIME_A0002129,sahachakrika@paytm,943.17,6,7,e_commerce,upi_p2p,fit,0,0,0.0,0,0,0,0,,374.7,0.887,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,257,335
2026-03-01 11:46:24.862755,TXNREGIME_A0004617,jbhandari@ybl,2118.63,6,11,recharge,upi_p2p,fit,0,0,0.0,0,0,0,0,,411.6,0.948,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,263,70
2026-03-01 12:34:07.003186,TXNREGIME_A0004017,urmimitra@okhdfc,478.58,6,12,utility_bill,upi_p2m,fit,1,0,0.0,0,0,0,0,,1091.4,0.779,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,167,280
2026-03-01 13:07:23.450893,TXNREGIME_A0004842,lupadhyay@oksbi,263.74,6,13,e_commerce,upi_p2p,fit,0,0,0.0,0,0,0,0,,26.6,0.924,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,801,94
2026-03-01 13:10:32.130866,TXNREGIME_A0001115,murtywishi@paytm,631.7,6,13,food_delivery,upi_p2p,fit,0,0,0.0,0,0,0,0,,209.0,0.798,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,603,101
2026-03-01 14:25:46.095388,TXNREGIME_A0002975,asane@oksbi,664.02,6,14,groceries,upi_p2p,fit,0,0,0.0,0,0,0,0,,258.3,0.801,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,431,382
2026-03-01 15:39:33.374864,TXNREGIME_A0003251,qnarula@paytm,88.92,6,15,person_to_person,upi_p2m,fit,0,0,0.0,0,0,0,0,,313.7,0.714,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,601,205
2026-03-01 16:37:18.561833,TXNREGIME_A0004571,sastrynaveen@okhdfc,148.74,6,16,groceries,upi_p2m,fit,0,0,0.0,0,0,0,0,,306.1,0.84,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,60,196
2026-03-01 16:57:06.620015,TXNREGIME_A0003531,chaudharitanay@okhdfc,935.19,6,16,other,upi_p2p,fit,0,0,0.8,0,0,0,0,,87.3,0.687,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,770,171
2026-03-01 18:11:58.470817,TXNREGIME_A0003159,sdhaliwal@ybl,718.53,6,18,person_to_person,upi_p2p,fit,0,0,0.0,0,0,0,1,0.8171428685743349,138.5,0.968,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,791,328
2026-03-01 18:22:05.508399,TXNREGIME_A0003107,shankerlekha@okicici,112.99,6,18,food_delivery,upi_p2p,fit,0,0,0.0,0,0,0,0,,134.5,0.706,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,741,122
2026-03-01 19:31:47.434839,TXNREGIME_A0002260,viswanathanlaban@oksbi,266.6,6,19,utility_bill,upi_p2p,fit,0,0,0.0,0,0,0,0,,257.7,0.627,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,499,283
2026-03-01 19:46:29.482410,TXNREGIME_A0002234,wakeetabhalla@ybl,1034.16,6,19,food_delivery,upi_p2m,fit,0,0,0.0,0,0,0,0,,112.1,0.968,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,22,355
2026-03-01 20:47:59.035122,TXNREGIME_A0002791,sarafkrisha@okicici,1110.29,6,20,recharge,upi_p2p,fit,0,0,0.0,0,0,0,0,,134.1,0.958,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,207,291
2026-03-02 00:22:47.667211,TXNREGIME_A0001579,andrew77@okhdfc,1209.62,0,0,recharge,upi_p2p,fit,0,0,0.0,0,0,0,0,,70.3,0.692,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,702,233
2026-03-02 00:36:02.468027,TXNREGIME_A0002727,gsharma@ybl,2125.7,0,0,groceries,upi_p2p,fit,0,0,0.0,0,0,0,0,,71.0,0.967,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,774,154
2026-03-02 01:07:48.143952,TXNREGIME_A0002386,jeetbobal@ybl,370.08,0,1,groceries,upi_p2p,fit,0,0,0.0,0,0,0,0,,732.4,0.785,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,284,61
2026-03-02 01:50:37.724225,TXNREGIME_A0002183,qasim66@ybl,352.99,0,1,utility_bill,upi_p2p,fit,0,0,0.6,0,0,0,0,,155.1,0.683,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,74,2
2026-03-02 02:53:03.152204,TXNREGIME_A0001422,urmimitra@okhdfc,306.27,0,2,utility_bill,upi_p2p,fit,0,0,0.0,0,0,0,0,,94.6,0.737,1.0,478.58,478.58,478.58,0.0,14.315596949444444,0.0,1.0,1.0,0.0,1.0,167,280
2026-03-02 03:39:15.021598,TXNREGIME_A0002086,sarawali@okhdfc,199.14,0,3,recharge,upi_p2m,fit,0,0,0.0,0,0,0,0,,33.5,0.975,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,722,378
2026-03-02 03:40:57.617834,TXNREGIME_A0001251,ekantaparmer@ybl,159.86,0,3,groceries,upi_p2p,fit,0,0,0.0,0,0,0,0,,99.4,0.96,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,378,266
2026-03-02 06:07:42.755658,TXNREGIME_A0000857,riapal@ybl,256.33,0,6,person_to_person,upi_p2p,fit,0,0,0.0,0,0,0,0,,532.4,0.894,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,363,179
2026-03-02 06:17:13.242776,TXNREGIME_A0001880,rudra10@ybl,443.84,0,6,groceries,upi_p2p,fit,0,0,0.0,0,0,0,0,,266.4,0.704,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,174,155
2026-03-02 06:49:48.265032,TXNREGIME_A0002117,sethomya@okicici,2910.84,0,6,groceries,upi_p2m,fit,0,0,0.0,0,0,0,0,,67.0,0.857,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,789,319
2026-03-02 07:19:18.143362,TXNREGIME_A0004729,maanas58@oksbi,89.53,0,7,person_to_person,upi_p2m,fit,0,0,0.0,0,0,0,0,,82.3,0.946,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,813,62
2026-03-02 08:14:14.585902,TXNREGIME_A0002937,jeetbobal@ybl,426.06,0,8,groceries,upi_p2p,fit,0,0,0.0,0,0,0,0,,584.2,0.828,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,1.0,0.0,0.0,598,61
2026-03-02 09:39:10.468232,TXNREGIME_A0003379,urmimitra@okhdfc,352.54,0,9,groceries,upi_p2p,fit,0,0,0.0,0,0,0,0,,29.6,0.517,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,2.0,0.0,0.0,423,280
2026-03-02 10:50:37.948041,TXNREGIME_A0001154,qkade@paytm,200.36,0,10,travel,upi_p2m,fit,0,0,0.0,0,0,0,0,,126.5,0.921,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,797,17
2026-03-02 11:09:15.364519,TXNREGIME_A0003039,xbandi@ybl,201.42,0,11,recharge,upi_p2p,fit,0,0,0.0,0,0,0,0,,24.9,0.809,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,658,287
2026-03-02 11:17:24.266690,TXNREGIME_A0000762,maanas58@oksbi,146.05,0,11,travel,upi_p2p,fit,0,0,0.0,0,0,0,0,,304.5,0.865,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,1.0,0.0,0.0,438,62
2026-03-02 12:06:26.622986,TXNREGIME_A0003513,pkala@ybl,778.69,0,12,groceries,upi_p2m,fit,0,0,0.0,0,0,0,0,,21.7,0.866,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,607,59
2026-03-02 12:43:49.168252,TXNREGIME_A0000633,hritiksawhney@oksbi,1408.51,0,12,e_commerce,upi_p2p,fit,0,0,0.0,0,0,0,1,0.9533647548296578,470.9,0.99,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,190,374
2026-03-02 13:21:14.486782,TXNREGIME_A0004697,mitaligoda@ybl,575.87,0,13,person_to_person,upi_p2m,fit,0,0,0.0,0,0,0,0,,367.6,0.961,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,743,39
2026-03-02 13:51:45.395576,TXNREGIME_A0003014,maanas58@oksbi,1343.96,0,13,groceries,upi_p2p,fit,0,0,0.0,0,0,0,0,,150.5,0.823,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,2.0,0.0,0.0,53,62
2026-03-02 14:12:17.249527,TXNREGIME_A0004398,sai96@paytm,214.89,0,14,groceries,upi_p2p,fit,0,0,0.0,0,0,0,0,,27.6,0.784,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,418,406
2026-03-02 14:57:01.247714,TXNREGIME_A0001659,sdhaliwal@ybl,274.86,0,14,food_delivery,upi_p2p,fit,0,0,0.0,0,0,0,0,,369.9,0.866,1.0,718.53,718.53,718.53,0.0,20.750771360277778,0.0,1.0,1.0,0.0,1.0,791,328
2026-03-02 15:48:39.835528,TXNREGIME_A0002501,aadhya12@paytm,482.99,0,15,person_to_person,upi_autopay,fit,0,0,0.0,0,0,0,0,,293.2,0.705,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,146,284
2026-03-02 16:47:44.755743,TXNREGIME_A0000531,sainijason@paytm,3467.63,0,16,utility_bill,upi_p2p,fit,0,0,0.0,0,0,0,0,,1.1,0.115,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,523,412
2026-03-02 16:59:16.991699,TXNREGIME_A0001626,keyabahri@ybl,272.19,0,16,person_to_person,upi_p2p,fit,0,0,0.0,0,0,0,0,,65.6,0.872,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,413,385
2026-03-02 18:38:32.722606,TXNREGIME_A0001182,vanya59@oksbi,1342.27,0,18,e_commerce,upi_p2p,fit,0,0,0.0,0,0,0,1,2.052359188440911,201.6,0.859,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,683,178
